ID,code,start,end,01 - Location third,02 - Location flank,03 - End location third,04 - End location flank,05 - Length,06 - Number of team events,07 - Outcome,09 - xG,11 - Start location X,12 - Start location Y,13 - Duration,14 - Formation,15 - End location X,16 - End location Y,10 - Players,08 - Transition
1,Ball in play,1.691282,100.52943,Middle third,Center,Final third,Center,Very long,15 or more,Shot on goal,from 0.1 to 0.35,53,34,95,4-2-3-1,2,35,"53. Nwaneri, 22. David Raya, 3. Tierney, 17. Zinchenko, 41. Rice, 5. Partey, 4. White, 11. Gabriel Martinelli, 30. Sterling, 15. Kiwior",
2,Arsenal - Possessions,1.691282,100.52943,Middle third,Center,Final third,Center,Very long,15 or more,Shot on goal,from 0.1 to 0.35,53,34,95,4-2-3-1,2,35,"53. Nwaneri, 22. David Raya, 3. Tierney, 17. Zinchenko, 41. Rice, 5. Partey, 4. White, 11. Gabriel Martinelli, 30. Sterling, 15. Kiwior",
3,Arsenal - Highlights,1.691282,100.52943,Middle third,Center,Final third,Center,Very long,15 or more,Shot on goal,from 0.1 to 0.35,53,34,95,4-2-3-1,2,35,"53. Nwaneri, 22. David Raya, 3. Tierney, 17. Zinchenko, 41. Rice, 5. Partey, 4. White, 11. Gabriel Martinelli, 30. Sterling, 15. Kiwior",
4,Arsenal - Open play attacks,1.691282,100.52943,Middle third,Center,Final third,Center,Very long,15 or more,Shot on goal,from 0.1 to 0.35,53,34,95,4-2-3-1,2,35,"53. Nwaneri, 22. David Raya, 3. Tierney, 17. Zinchenko, 41. Rice, 5. Partey, 4. White, 11. Gabriel Martinelli, 30. Sterling, 15. Kiwior",
5,Arsenal - Crosses,1.691282,100.52943,Middle third,Center,Final third,Center,Very long,15 or more,Shot on goal,from 0.1 to 0.35,53,34,95,4-2-3-1,2,35,"53. Nwaneri, 22. David Raya, 3. Tierney, 17. Zinchenko, 41. Rice, 5. Partey, 4. White, 11. Gabriel Martinelli, 30. Sterling, 15. Kiwior",
6,Arsenal - Shots,1.691282,100.52943,Middle third,Center,Final third,Center,Very long,15 or more,Shot on goal,from 0.1 to 0.35,53,34,95,4-2-3-1,2,35,"53. Nwaneri, 22. David Raya, 3. Tierney, 17. Zinchenko, 41. Rice, 5. Partey, 4. White, 11. Gabriel Martinelli, 30. Sterling, 15. Kiwior",
7,Ball in play,97.52943,123.829686,Own third,Center,Middle third,Right flank,Long,4 or less,,,2,35,26,5-4-1,37,17,"30. Ramsdale, 11. Stewart",
8,Southampton - Possessions,97.52943,123.829686,Own third,Center,Middle third,Right flank,Long,4 or less,,,2,35,26,5-4-1,37,17,"30. Ramsdale, 11. Stewart",
9,Southampton - Goalkeeper distributions,97.52943,123.829686,Own third,Center,Middle third,Right flank,Long,4 or less,,,2,35,26,5-4-1,37,17,"30. Ramsdale, 11. Stewart",
10,Ball in play,123.819686,127.364343,Middle third,Left flank,Middle third,Left flank,Short,4 or less,,,37,17,3,4-2-3-1,55,58,"41. Rice, 11. Gabriel Martinelli",Medium
11,Arsenal - Possessions,123.819686,127.364343,Middle third,Left flank,Middle third,Left flank,Short,4 or less,,,37,17,3,4-2-3-1,55,58,"41. Rice, 11. Gabriel Martinelli",Medium
12,Ball in play,127.354343,131.003416,Middle third,Right flank,Final third,Right flank,Short,4 or less,,,55,58,2,5-4-1,28,16,"16. Sugawara, 46. Robinson",Medium
13,Southampton - Possessions,127.354343,131.003416,Middle third,Right flank,Final third,Right flank,Short,4 or less,,,55,58,2,5-4-1,28,16,"16. Sugawara, 46. Robinson",Medium
14,Ball in play,130.993416,217.179117,Own third,Left flank,Final third,Center,Very long,15 or more,Shot,from 0.1 to 0.35,28,16,82,4-2-3-1,0,44,"3. Tierney, 22. David Raya, 5. Partey, 4. White, 15. Kiwior, 41. Rice, 17. Zinchenko, 11. Gabriel Martinelli, 23. Mikel Merino",
15,Arsenal - Possessions,130.993416,217.179117,Own third,Left flank,Final third,Center,Very long,15 or more,Shot,from 0.1 to 0.35,28,16,82,4-2-3-1,0,44,"3. Tierney, 22. David Raya, 5. Partey, 4. White, 15. Kiwior, 41. Rice, 17. Zinchenko, 11. Gabriel Martinelli, 23. Mikel Merino",
16,Arsenal - Highlights,130.993416,217.179117,Own third,Left flank,Final third,Center,Very long,15 or more,Shot,from 0.1 to 0.35,28,16,82,4-2-3-1,0,44,"3. Tierney, 22. David Raya, 5. Partey, 4. White, 15. Kiwior, 41. Rice, 17. Zinchenko, 11. Gabriel Martinelli, 23. Mikel Merino",
17,Arsenal - Open play attacks,130.993416,217.179117,Own third,Left flank,Final third,Center,Very long,15 or more,Shot,from 0.1 to 0.35,28,16,82,4-2-3-1,0,44,"3. Tierney, 22. David Raya, 5. Partey, 4. White, 15. Kiwior, 41. Rice, 17. Zinchenko, 11. Gabriel Martinelli, 23. Mikel Merino",
18,Arsenal - Crosses,130.993416,217.179117,Own third,Left flank,Final third,Center,Very long,15 or more,Shot,from 0.1 to 0.35,28,16,82,4-2-3-1,0,44,"3. Tierney, 22. David Raya, 5. Partey, 4. White, 15. Kiwior, 41. Rice, 17. Zinchenko, 11. Gabriel Martinelli, 23. Mikel Merino",
19,Arsenal - Shots,130.993416,217.179117,Own third,Left flank,Final third,Center,Very long,15 or more,Shot,from 0.1 to 0.35,28,16,82,4-2-3-1,0,44,"3. Tierney, 22. David Raya, 5. Partey, 4. White, 15. Kiwior, 41. Rice, 17. Zinchenko, 11. Gabriel Martinelli, 23. Mikel Merino",
20,Ball in play,244.276823,249.050859,Own third,Center,Middle third,Right flank,Short,4 or less,,,0,37,4,5-4-1,38,14,"30. Ramsdale, 11. Stewart",
21,Southampton - Possessions,244.276823,249.050859,Own third,Center,Middle third,Right flank,Short,4 or less,,,0,37,4,5-4-1,38,14,"30. Ramsdale, 11. Stewart",
22,Southampton - Goalkeeper distributions,244.276823,249.050859,Own third,Center,Middle third,Right flank,Short,4 or less,,,0,37,4,5-4-1,38,14,"30. Ramsdale, 11. Stewart",
23,Ball in play,249.040859,251.824339,Middle third,Left flank,Own third,Left flank,Short,4 or less,,,38,14,1,4-2-3-1,81,68,,
24,Arsenal - Possessions,249.040859,251.824339,Middle third,Left flank,Own third,Left flank,Short,4 or less,,,38,14,1,4-2-3-1,81,68,,
25,Ball in play,258.663032,290.63301,Final third,Right flank,Final third,Right flank,Long,10-14,,,75,68,30,5-4-1,11,21,"16. Sugawara, 15. Wood, 21. Taylor, 20. Sulemana, 11. Stewart, 34. Welington, 18. Mateus Fernandes, 46. Robinson",
26,Southampton - Possessions,258.663032,290.63301,Final third,Right flank,Final third,Right flank,Long,10-14,,,75,68,30,5-4-1,11,21,"16. Sugawara, 15. Wood, 21. Taylor, 20. Sulemana, 11. Stewart, 34. Welington, 18. Mateus Fernandes, 46. Robinson",
27,Southampton - Set Pieces,258.663032,290.63301,Final third,Right flank,Final third,Right flank,Long,10-14,,,75,68,30,5-4-1,11,21,"16. Sugawara, 15. Wood, 21. Taylor, 20. Sulemana, 11. Stewart, 34. Welington, 18. Mateus Fernandes, 46. Robinson",
28,Southampton - Crosses,258.663032,290.63301,Final third,Right flank,Final third,Right flank,Long,10-14,,,75,68,30,5-4-1,11,21,"16. Sugawara, 15. Wood, 21. Taylor, 20. Sulemana, 11. Stewart, 34. Welington, 18. Mateus Fernandes, 46. Robinson",
29,Southampton - Throw ins,258.663032,290.63301,Final third,Right flank,Final third,Right flank,Long,10-14,,,75,68,30,5-4-1,11,21,"16. Sugawara, 15. Wood, 21. Taylor, 20. Sulemana, 11. Stewart, 34. Welington, 18. Mateus Fernandes, 46. Robinson",
30,Ball in play,290.62301,298.272995,Own third,Left flank,Own third,Left flank,Short,5-9,,,11,21,8,4-2-3-1,72,59,"3. Tierney, 41. Rice, 11. Gabriel Martinelli",Low
31,Arsenal - Possessions,290.62301,298.272995,Own third,Left flank,Own third,Left flank,Short,5-9,,,11,21,8,4-2-3-1,72,59,"3. Tierney, 41. Rice, 11. Gabriel Martinelli",Low
32,Ball in play,298.262995,303.577866,Final third,Right flank,Final third,Center,Short,4 or less,,,72,59,5,5-4-1,7,39,4. Downes,High
33,Southampton - Possessions,298.262995,303.577866,Final third,Right flank,Final third,Center,Short,4 or less,,,72,59,5,5-4-1,7,39,4. Downes,High
34,Southampton - Open play attacks,298.262995,303.577866,Final third,Right flank,Final third,Center,Short,4 or less,,,72,59,5,5-4-1,7,39,4. Downes,High
35,Ball in play,303.567866,304.573615,Own third,Center,Own third,Center,Short,4 or less,,,7,39,0,4-2-3-1,93,37,15. Kiwior,Low
36,Arsenal - Possessions,303.567866,304.573615,Own third,Center,Own third,Center,Short,4 or less,,,7,39,0,4-2-3-1,93,37,15. Kiwior,Low
37,Ball in play,304.563615,305.600749,Final third,Center,Final third,Center,Short,4 or less,,,93,37,1,5-4-1,9,24,20. Sulemana,
38,Southampton - Possessions,304.563615,305.600749,Final third,Center,Final third,Center,Short,4 or less,,,93,37,1,5-4-1,9,24,20. Sulemana,
39,Ball in play,305.590749,313.545232,Own third,Center,Middle third,Center,Short,4 or less,,,9,24,7,4-2-3-1,49,25,"17. Zinchenko, 23. Mikel Merino, 30. Sterling",
40,Arsenal - Possessions,305.590749,313.545232,Own third,Center,Middle third,Center,Short,4 or less,,,9,24,7,4-2-3-1,49,25,"17. Zinchenko, 23. Mikel Merino, 30. Sterling",
41,Ball in play,335.907931,362.766558,Middle third,Center,Final third,Left flank,Long,5-9,,,51,40,26,4-2-3-1,26,61,"3. Tierney, 15. Kiwior, 17. Zinchenko, 23. Mikel Merino",
42,Arsenal - Possessions,335.907931,362.766558,Middle third,Center,Final third,Left flank,Long,5-9,,,51,40,26,4-2-3-1,26,61,"3. Tierney, 15. Kiwior, 17. Zinchenko, 23. Mikel Merino",
43,Arsenal - Open play attacks,335.907931,362.766558,Middle third,Center,Final third,Left flank,Long,5-9,,,51,40,26,4-2-3-1,26,61,"3. Tierney, 15. Kiwior, 17. Zinchenko, 23. Mikel Merino",
44,Ball in play,362.756558,368.671284,Own third,Right flank,Own third,Right flank,Short,5-9,,,26,61,5,5-4-1,74,0,"16. Sugawara, 46. Robinson",
45,Southampton - Possessions,362.756558,368.671284,Own third,Right flank,Own third,Right flank,Short,5-9,,,26,61,5,5-4-1,74,0,"16. Sugawara, 46. Robinson",
46,Ball in play,378.092803,404.494852,Final third,Left flank,Final third,Center,Long,10-14,Shot,less than 0.1,72,0,22,4-2-3-1,0,44,"17. Zinchenko, 3. Tierney, 5. Partey, 4. White, 53. Nwaneri, 30. Sterling",
47,Arsenal - Possessions,378.092803,404.494852,Final third,Left flank,Final third,Center,Long,10-14,Shot,less than 0.1,72,0,22,4-2-3-1,0,44,"17. Zinchenko, 3. Tierney, 5. Partey, 4. White, 53. Nwaneri, 30. Sterling",
48,Arsenal - Highlights,378.092803,404.494852,Final third,Left flank,Final third,Center,Long,10-14,Shot,less than 0.1,72,0,22,4-2-3-1,0,44,"17. Zinchenko, 3. Tierney, 5. Partey, 4. White, 53. Nwaneri, 30. Sterling",
49,Arsenal - Set Pieces,378.092803,404.494852,Final third,Left flank,Final third,Center,Long,10-14,Shot,less than 0.1,72,0,22,4-2-3-1,0,44,"17. Zinchenko, 3. Tierney, 5. Partey, 4. White, 53. Nwaneri, 30. Sterling",
50,Arsenal - Shots,378.092803,404.494852,Final third,Left flank,Final third,Center,Long,10-14,Shot,less than 0.1,72,0,22,4-2-3-1,0,44,"17. Zinchenko, 3. Tierney, 5. Partey, 4. White, 53. Nwaneri, 30. Sterling",
51,Arsenal - Throw ins,378.092803,404.494852,Final third,Left flank,Final third,Center,Long,10-14,Shot,less than 0.1,72,0,22,4-2-3-1,0,44,"17. Zinchenko, 3. Tierney, 5. Partey, 4. White, 53. Nwaneri, 30. Sterling",
52,Ball in play,433.310929,435.860833,Own third,Center,Final third,Center,Short,4 or less,,,0,39,1,5-4-1,33,25,30. Ramsdale,
53,Southampton - Possessions,433.310929,435.860833,Own third,Center,Final third,Center,Short,4 or less,,,0,39,1,5-4-1,33,25,30. Ramsdale,
54,Southampton - Goalkeeper distributions,433.310929,435.860833,Own third,Center,Final third,Center,Short,4 or less,,,0,39,1,5-4-1,33,25,30. Ramsdale,
55,Ball in play,435.850833,435.922179,Own third,Center,Middle third,Center,Short,4 or less,,,33,25,0,4-2-3-1,64,29,3. Tierney,
56,Arsenal - Possessions,435.850833,435.922179,Own third,Center,Middle third,Center,Short,4 or less,,,33,25,0,4-2-3-1,64,29,3. Tierney,
57,Ball in play,435.912179,460.353032,Middle third,Center,Middle third,Center,Long,10-14,,,64,29,23,5-4-1,49,36,"11. Stewart, 46. Robinson, 26. Ugochukwu, 18. Mateus Fernandes, 15. Wood, 21. Taylor, 30. Ramsdale",Medium
58,Southampton - Possessions,435.912179,460.353032,Middle third,Center,Middle third,Center,Long,10-14,,,64,29,23,5-4-1,49,36,"11. Stewart, 46. Robinson, 26. Ugochukwu, 18. Mateus Fernandes, 15. Wood, 21. Taylor, 30. Ramsdale",Medium
59,Southampton - Open play attacks,435.912179,460.353032,Middle third,Center,Middle third,Center,Long,10-14,,,64,29,23,5-4-1,49,36,"11. Stewart, 46. Robinson, 26. Ugochukwu, 18. Mateus Fernandes, 15. Wood, 21. Taylor, 30. Ramsdale",Medium
60,Ball in play,460.343032,462.243191,Middle third,Center,Middle third,Left flank,Short,4 or less,,,49,36,1,4-2-3-1,48,49,15. Kiwior,Medium
61,Arsenal - Possessions,460.343032,462.243191,Middle third,Center,Middle third,Left flank,Short,4 or less,,,49,36,1,4-2-3-1,48,49,15. Kiwior,Medium
62,Ball in play,462.233191,463.373344,Middle third,Right flank,Middle third,Center,Short,4 or less,,,48,49,1,5-4-1,58,23,46. Robinson,
63,Southampton - Possessions,462.233191,463.373344,Middle third,Right flank,Middle third,Center,Short,4 or less,,,48,49,1,5-4-1,58,23,46. Robinson,
64,Ball in play,463.363344,505.214874,Middle third,Center,Final third,Right flank,Long,15 or more,,,58,23,41,4-2-3-1,24,22,"41. Rice, 17. Zinchenko, 5. Partey, 30. Sterling, 4. White, 15. Kiwior, 53. Nwaneri",Medium
65,Arsenal - Possessions,463.363344,505.214874,Middle third,Center,Final third,Right flank,Long,15 or more,,,58,23,41,4-2-3-1,24,22,"41. Rice, 17. Zinchenko, 5. Partey, 30. Sterling, 4. White, 15. Kiwior, 53. Nwaneri",Medium
66,Arsenal - Open play attacks,463.363344,505.214874,Middle third,Center,Final third,Right flank,Long,15 or more,,,58,23,41,4-2-3-1,24,22,"41. Rice, 17. Zinchenko, 5. Partey, 30. Sterling, 4. White, 15. Kiwior, 53. Nwaneri",Medium
67,Ball in play,505.204874,510.081782,Own third,Left flank,Own third,Left flank,Short,4 or less,,,24,22,3,5-4-1,28,0,"21. Taylor, 34. Welington",
68,Southampton - Possessions,505.204874,510.081782,Own third,Left flank,Own third,Left flank,Short,4 or less,,,24,22,3,5-4-1,28,0,"21. Taylor, 34. Welington",
69,Ball in play,511.236298,523.033021,Final third,Right flank,Final third,Right flank,Medium,5-9,,,82,68,11,4-2-3-1,20,17,"30. Sterling, 4. White, 53. Nwaneri, 5. Partey",
70,Arsenal - Possessions,511.236298,523.033021,Final third,Right flank,Final third,Right flank,Medium,5-9,,,82,68,11,4-2-3-1,20,17,"30. Sterling, 4. White, 53. Nwaneri, 5. Partey",
71,Arsenal - Set Pieces,511.236298,523.033021,Final third,Right flank,Final third,Right flank,Medium,5-9,,,82,68,11,4-2-3-1,20,17,"30. Sterling, 4. White, 53. Nwaneri, 5. Partey",
72,Arsenal - Throw ins,511.236298,523.033021,Final third,Right flank,Final third,Right flank,Medium,5-9,,,82,68,11,4-2-3-1,20,17,"30. Sterling, 4. White, 53. Nwaneri, 5. Partey",
73,Ball in play,523.023021,524.992528,Own third,Left flank,Own third,Center,Short,4 or less,,,20,17,1,5-4-1,76,27,20. Sulemana,
74,Southampton - Possessions,523.023021,524.992528,Own third,Left flank,Own third,Center,Short,4 or less,,,20,17,1,5-4-1,76,27,20. Sulemana,
75,Ball in play,524.982528,535.066207,Final third,Center,Final third,Left flank,Medium,5-9,,,76,27,10,4-2-3-1,5,56,"41. Rice, 17. Zinchenko, 53. Nwaneri",High
76,Arsenal - Possessions,524.982528,535.066207,Final third,Center,Final third,Left flank,Medium,5-9,,,76,27,10,4-2-3-1,5,56,"41. Rice, 17. Zinchenko, 53. Nwaneri",High
77,Arsenal - Open play attacks,524.982528,535.066207,Final third,Center,Final third,Left flank,Medium,5-9,,,76,27,10,4-2-3-1,5,56,"41. Rice, 17. Zinchenko, 53. Nwaneri",High
78,Ball in play,535.056207,538.340212,Own third,Right flank,Own third,Right flank,Short,4 or less,,,5,56,3,5-4-1,87,10,16. Sugawara,Low
79,Southampton - Possessions,535.056207,538.340212,Own third,Right flank,Own third,Right flank,Short,4 or less,,,5,56,3,5-4-1,87,10,16. Sugawara,Low
80,Ball in play,538.330212,547.042344,Final third,Left flank,Final third,Left flank,Short,4 or less,Shot,less than 0.1,87,10,5,4-2-3-1,7,38,"17. Zinchenko, 5. Partey, 41. Rice",High
81,Arsenal - Possessions,538.330212,547.042344,Final third,Left flank,Final third,Left flank,Short,4 or less,Shot,less than 0.1,87,10,5,4-2-3-1,7,38,"17. Zinchenko, 5. Partey, 41. Rice",High
82,Arsenal - Open play attacks,538.330212,547.042344,Final third,Left flank,Final third,Left flank,Short,4 or less,Shot,less than 0.1,87,10,5,4-2-3-1,7,38,"17. Zinchenko, 5. Partey, 41. Rice",High
83,Arsenal - Shots,538.330212,547.042344,Final third,Left flank,Final third,Left flank,Short,4 or less,Shot,less than 0.1,87,10,5,4-2-3-1,7,38,"17. Zinchenko, 5. Partey, 41. Rice",High
84,Ball in play,544.042344,546.228675,Own third,Center,Own third,Center,Short,4 or less,,,7,38,2,5-4-1,82,40,"4. Downes, 20. Sulemana",
85,Southampton - Possessions,544.042344,546.228675,Own third,Center,Own third,Center,Short,4 or less,,,7,38,2,5-4-1,82,40,"4. Downes, 20. Sulemana",
86,Ball in play,546.218675,547.745076,Final third,Center,Final third,Center,Short,4 or less,,,82,40,1,4-2-3-1,26,38,4. White,
87,Arsenal - Possessions,546.218675,547.745076,Final third,Center,Final third,Center,Short,4 or less,,,82,40,1,4-2-3-1,26,38,4. White,
88,Arsenal - Open play attacks,546.218675,547.745076,Final third,Center,Final third,Center,Short,4 or less,,,82,40,1,4-2-3-1,26,38,4. White,
89,Ball in play,547.735076,622.101274,Own third,Center,Middle third,Right flank,Very long,15 or more,,,26,38,74,5-4-1,58,12,"18. Mateus Fernandes, 11. Stewart, 26. Ugochukwu, 16. Sugawara, 4. Downes, 21. Taylor, 34. Welington, 15. Wood, 30. Ramsdale",Low
90,Southampton - Possessions,547.735076,622.101274,Own third,Center,Middle third,Right flank,Very long,15 or more,,,26,38,74,5-4-1,58,12,"18. Mateus Fernandes, 11. Stewart, 26. Ugochukwu, 16. Sugawara, 4. Downes, 21. Taylor, 34. Welington, 15. Wood, 30. Ramsdale",Low
91,Ball in play,622.091274,624.851322,Middle third,Left flank,Middle third,Left flank,Short,4 or less,,,58,12,1,4-2-3-1,46,68,17. Zinchenko,
92,Arsenal - Possessions,622.091274,624.851322,Middle third,Left flank,Middle third,Left flank,Short,4 or less,,,58,12,1,4-2-3-1,46,68,17. Zinchenko,
93,Ball in play,638.167812,706.46321,Middle third,Right flank,Final third,Right flank,Very long,15 or more,,,39,68,65,5-4-1,89,68,"16. Sugawara, 18. Mateus Fernandes, 11. Stewart, 4. Downes, 15. Wood, 26. Ugochukwu, 20. Sulemana, 34. Welington, 21. Taylor",
94,Southampton - Possessions,638.167812,706.46321,Middle third,Right flank,Final third,Right flank,Very long,15 or more,,,39,68,65,5-4-1,89,68,"16. Sugawara, 18. Mateus Fernandes, 11. Stewart, 4. Downes, 15. Wood, 26. Ugochukwu, 20. Sulemana, 34. Welington, 21. Taylor",
95,Southampton - Set Pieces,638.167812,706.46321,Middle third,Right flank,Final third,Right flank,Very long,15 or more,,,39,68,65,5-4-1,89,68,"16. Sugawara, 18. Mateus Fernandes, 11. Stewart, 4. Downes, 15. Wood, 26. Ugochukwu, 20. Sulemana, 34. Welington, 21. Taylor",
96,Southampton - Throw ins,638.167812,706.46321,Middle third,Right flank,Final third,Right flank,Very long,15 or more,,,39,68,65,5-4-1,89,68,"16. Sugawara, 18. Mateus Fernandes, 11. Stewart, 4. Downes, 15. Wood, 26. Ugochukwu, 20. Sulemana, 34. Welington, 21. Taylor",
97,Ball in play,723.917513,749.39254,Own third,Left flank,Final third,Right flank,Long,5-9,,,26,0,23,4-2-3-1,24,0,"17. Zinchenko, 3. Tierney, 15. Kiwior, 4. White",
98,Arsenal - Possessions,723.917513,749.39254,Own third,Left flank,Final third,Right flank,Long,5-9,,,26,0,23,4-2-3-1,24,0,"17. Zinchenko, 3. Tierney, 15. Kiwior, 4. White",
99,Arsenal - Set Pieces,723.917513,749.39254,Own third,Left flank,Final third,Right flank,Long,5-9,,,26,0,23,4-2-3-1,24,0,"17. Zinchenko, 3. Tierney, 15. Kiwior, 4. White",
100,Arsenal - Throw ins,723.917513,749.39254,Own third,Left flank,Final third,Right flank,Long,5-9,,,26,0,23,4-2-3-1,24,0,"17. Zinchenko, 3. Tierney, 15. Kiwior, 4. White",
101,Ball in play,769.425238,771.573863,Own third,Left flank,Middle third,Left flank,Short,4 or less,,,24,0,1,5-4-1,63,62,"34. Welington, 11. Stewart",
102,Southampton - Possessions,769.425238,771.573863,Own third,Left flank,Middle third,Left flank,Short,4 or less,,,24,0,1,5-4-1,63,62,"34. Welington, 11. Stewart",
103,Southampton - Set Pieces,769.425238,771.573863,Own third,Left flank,Middle third,Left flank,Short,4 or less,,,24,0,1,5-4-1,63,62,"34. Welington, 11. Stewart",
104,Southampton - Throw ins,769.425238,771.573863,Own third,Left flank,Middle third,Left flank,Short,4 or less,,,24,0,1,5-4-1,63,62,"34. Welington, 11. Stewart",
105,Ball in play,771.563863,773.696148,Middle third,Right flank,Middle third,Right flank,Short,4 or less,,,63,62,2,4-2-3-1,41,18,"4. White, 41. Rice",Medium
106,Arsenal - Possessions,771.563863,773.696148,Middle third,Right flank,Middle third,Right flank,Short,4 or less,,,63,62,2,4-2-3-1,41,18,"4. White, 41. Rice",Medium
107,Ball in play,773.686148,774.241844,Middle third,Left flank,Middle third,Left flank,Short,4 or less,,,41,18,0,5-4-1,60,62,18. Mateus Fernandes,Medium
108,Southampton - Possessions,773.686148,774.241844,Middle third,Left flank,Middle third,Left flank,Short,4 or less,,,41,18,0,5-4-1,60,62,18. Mateus Fernandes,Medium
109,Ball in play,774.231844,791.938375,Middle third,Right flank,Final third,Center,Medium,5-9,,,60,62,17,4-2-3-1,16,36,"4. White, 5. Partey, 3. Tierney, 17. Zinchenko, 53. Nwaneri",Medium
110,Arsenal - Possessions,774.231844,791.938375,Middle third,Right flank,Final third,Center,Medium,5-9,,,60,62,17,4-2-3-1,16,36,"4. White, 5. Partey, 3. Tierney, 17. Zinchenko, 53. Nwaneri",Medium
111,Arsenal - Open play attacks,774.231844,791.938375,Middle third,Right flank,Final third,Center,Medium,5-9,,,60,62,17,4-2-3-1,16,36,"4. White, 5. Partey, 3. Tierney, 17. Zinchenko, 53. Nwaneri",Medium
112,Arsenal - Crosses,774.231844,791.938375,Middle third,Right flank,Final third,Center,Medium,5-9,,,60,62,17,4-2-3-1,16,36,"4. White, 5. Partey, 3. Tierney, 17. Zinchenko, 53. Nwaneri",Medium
113,Ball in play,791.928375,796.299777,Own third,Center,Own third,Left flank,Short,4 or less,,,16,36,2,5-4-1,0,19,18. Mateus Fernandes,
114,Southampton - Possessions,791.928375,796.299777,Own third,Center,Own third,Left flank,Short,4 or less,,,16,36,2,5-4-1,0,19,18. Mateus Fernandes,
115,Ball in play,837.244431,864.253733,Final third,Right flank,Final third,Left flank,Long,5-9,,,105,68,21,4-2-3-1,23,68,"53. Nwaneri, 11. Gabriel Martinelli, 17. Zinchenko, 22. David Raya",
116,Arsenal - Possessions,837.244431,864.253733,Final third,Right flank,Final third,Left flank,Long,5-9,,,105,68,21,4-2-3-1,23,68,"53. Nwaneri, 11. Gabriel Martinelli, 17. Zinchenko, 22. David Raya",
117,Arsenal - Set Pieces,837.244431,864.253733,Final third,Right flank,Final third,Left flank,Long,5-9,,,105,68,21,4-2-3-1,23,68,"53. Nwaneri, 11. Gabriel Martinelli, 17. Zinchenko, 22. David Raya",
118,Arsenal - Corners,837.244431,864.253733,Final third,Right flank,Final third,Left flank,Long,5-9,,,105,68,21,4-2-3-1,23,68,"53. Nwaneri, 11. Gabriel Martinelli, 17. Zinchenko, 22. David Raya",
119,Ball in play,869.049706,888.181724,Own third,Right flank,Middle third,Left flank,Medium,5-9,,,24,68,18,5-4-1,58,57,"16. Sugawara, 15. Wood, 30. Ramsdale, 21. Taylor, 11. Stewart, 18. Mateus Fernandes, 26. Ugochukwu",
120,Southampton - Possessions,869.049706,888.181724,Own third,Right flank,Middle third,Left flank,Medium,5-9,,,24,68,18,5-4-1,58,57,"16. Sugawara, 15. Wood, 30. Ramsdale, 21. Taylor, 11. Stewart, 18. Mateus Fernandes, 26. Ugochukwu",
121,Southampton - Set Pieces,869.049706,888.181724,Own third,Right flank,Middle third,Left flank,Medium,5-9,,,24,68,18,5-4-1,58,57,"16. Sugawara, 15. Wood, 30. Ramsdale, 21. Taylor, 11. Stewart, 18. Mateus Fernandes, 26. Ugochukwu",
122,Southampton - Throw ins,869.049706,888.181724,Own third,Right flank,Middle third,Left flank,Medium,5-9,,,24,68,18,5-4-1,58,57,"16. Sugawara, 15. Wood, 30. Ramsdale, 21. Taylor, 11. Stewart, 18. Mateus Fernandes, 26. Ugochukwu",
123,Ball in play,888.171724,923.274713,Middle third,Right flank,Final third,Right flank,Long,10-14,,,58,57,33,4-2-3-1,18,10,"23. Mikel Merino, 41. Rice, 3. Tierney, 22. David Raya, 5. Partey, 53. Nwaneri, 30. Sterling, 4. White",
124,Arsenal - Possessions,888.171724,923.274713,Middle third,Right flank,Final third,Right flank,Long,10-14,,,58,57,33,4-2-3-1,18,10,"23. Mikel Merino, 41. Rice, 3. Tierney, 22. David Raya, 5. Partey, 53. Nwaneri, 30. Sterling, 4. White",
125,Arsenal - Open play attacks,888.171724,923.274713,Middle third,Right flank,Final third,Right flank,Long,10-14,,,58,57,33,4-2-3-1,18,10,"23. Mikel Merino, 41. Rice, 3. Tierney, 22. David Raya, 5. Partey, 53. Nwaneri, 30. Sterling, 4. White",
126,Ball in play,975.441625,977.221531,Final third,Right flank,Final third,Center,Short,4 or less,,,88,63,1,4-2-3-1,7,25,"53. Nwaneri, 11. Gabriel Martinelli",
127,Arsenal - Possessions,975.441625,977.221531,Final third,Right flank,Final third,Center,Short,4 or less,,,88,63,1,4-2-3-1,7,25,"53. Nwaneri, 11. Gabriel Martinelli",
128,Arsenal - Set Pieces,975.441625,977.221531,Final third,Right flank,Final third,Center,Short,4 or less,,,88,63,1,4-2-3-1,7,25,"53. Nwaneri, 11. Gabriel Martinelli",
129,Arsenal - Free kicks,975.441625,977.221531,Final third,Right flank,Final third,Center,Short,4 or less,,,88,63,1,4-2-3-1,7,25,"53. Nwaneri, 11. Gabriel Martinelli",
130,Ball in play,977.211531,991.380138,Own third,Center,Final third,Right flank,Medium,4 or less,,,7,25,14,5-4-1,34,17,"34. Welington, 26. Ugochukwu, 30. Ramsdale, 11. Stewart",Low
131,Southampton - Possessions,977.211531,991.380138,Own third,Center,Final third,Right flank,Medium,4 or less,,,7,25,14,5-4-1,34,17,"34. Welington, 26. Ugochukwu, 30. Ramsdale, 11. Stewart",Low
132,Southampton - Counterattacks,977.211531,991.380138,Own third,Center,Final third,Right flank,Medium,4 or less,,,7,25,14,5-4-1,34,17,"34. Welington, 26. Ugochukwu, 30. Ramsdale, 11. Stewart",Low
